% time	cellId	IMSI	RNTI	rsrp	sinr
0.0332143	1	3	15	1.16354e-15	6.16156
0.0332143	1	2	10	2.31139e-16	1.224
0.0332143	1	10	9	1.19398e-14	63.2273
0.0342143	1	1	16	8.94938e-18	0.0473916
0.0342143	1	5	4	4.03846e-16	2.13857
0.0342143	1	6	12	9.64376e-16	5.10688
0.0342143	1	7	2	2.78029e-15	14.7231
0.0342143	1	8	11	1.12809e-14	59.7384
0.0342143	1	9	3	5.83931e-17	0.309222
0.0342143	1	4	1	2.29154e-15	12.1349
0.0342143	1	3	15	1.13308e-15	6.00024
0.0342143	1	2	10	3.33451e-16	1.7658
0.0342143	1	10	9	3.30053e-14	174.78
0.0352143	1	1	16	8.36775e-17	0.443116
0.0352143	1	5	4	1.07116e-15	5.67234
0.0352143	1	6	12	3.42967e-15	18.1619
0.0352143	1	7	2	8.81376e-16	4.66735
0.0352143	1	8	11	7.31423e-15	38.7327
0.0352143	1	9	3	1.51699e-16	0.803324
0.0352143	1	4	1	8.26519e-16	4.37685
0.0352143	1	3	15	1.37118e-15	7.26112
0.0352143	1	2	10	1.59383e-15	8.44015
0.0352143	1	10	9	4.9019e-14	259.581
0.0362143	1	1	16	2.01632e-16	1.06775
0.0362143	1	5	4	2.9144e-15	15.4332
0.0362143	1	6	12	4.93094e-15	26.1119
0.0362143	1	7	2	6.89186e-16	3.6496
0.0362143	1	8	11	1.50066e-15	7.94678
0.0362143	1	9	3	8.67105e-16	4.59177
0.0362143	1	4	1	4.40047e-16	2.33028
0.0362143	1	3	15	1.73713e-15	9.19902
0.0362143	1	2	10	2.73286e-15	14.4719
0.0362143	1	10	9	4.29708e-14	227.553
0.0372143	1	1	16	2.49011e-16	1.31864
0.0372143	1	5	4	5.77403e-15	30.5765
0.0372143	1	6	12	3.22103e-15	17.057
0.0372143	1	7	2	3.41329e-15	18.0752
0.0372143	1	8	11	4.75123e-15	25.1602
0.0372143	1	9	3	2.58556e-15	13.6919
0.0372143	1	4	1	7.20175e-16	3.8137
0.0372143	1	3	15	2.12365e-15	11.2458
0.0372143	1	2	10	3.4165e-15	18.0921
0.0372143	1	10	9	2.03549e-14	107.79
0.0382143	1	1	16	1.95832e-16	1.03703
0.0382143	1	5	4	7.87409e-15	41.6974
0.0382143	1	6	12	7.19213e-16	3.80861
0.0382143	1	7	2	6.5409e-15	34.6375
0.0382143	1	8	11	1.92301e-14	101.833
0.0382143	1	9	3	5.55436e-15	29.4132
0.0382143	1	4	1	1.58714e-15	8.40471
0.0382143	1	3	15	2.45678e-15	13.01
0.0382143	1	2	10	4.10232e-15	21.7239
0.0382143	1	10	9	2.62692e-15	13.9109
0.0392143	1	1	16	1.43193e-16	0.758282
0.0392143	1	5	4	7.42876e-15	39.3392
0.0392143	1	6	12	1.45956e-15	7.72913
0.0392143	1	7	2	6.60632e-15	34.9839
0.0392143	1	8	11	3.33775e-14	176.751
0.0392143	1	9	3	8.80896e-15	46.648
0.0392143	1	4	1	5.09396e-15	26.9752
0.0392143	1	3	15	2.66876e-15	14.1325
0.0392143	1	2	10	4.39997e-15	23.3002
0.0392143	1	10	9	1.37679e-15	7.2908
0.0402143	1	1	16	1.51111e-16	0.800213
0.0402143	1	5	4	4.62683e-15	24.5015
0.0402143	1	6	12	4.73094e-15	25.0528
0.0402143	1	7	2	3.70347e-15	19.6118
0.0402143	1	8	11	3.4652e-14	183.5
0.0402143	1	9	3	1.064e-14	56.3444
0.0402143	1	4	1	1.27219e-14	67.3691
0.0402143	1	3	15	2.68854e-15	14.2372
0.0402143	1	2	10	3.27876e-15	17.3627
0.0402143	1	10	9	9.48846e-15	50.2463
0.0412143	1	1	16	1.56757e-16	0.830112
0.0412143	1	5	4	1.55232e-15	8.22033
0.0412143	1	6	12	5.87583e-15	31.1156
0.0412143	1	7	2	9.8162e-16	5.19819
0.0412143	1	8	11	2.32686e-14	123.22
0.0412143	1	9	3	1.03921e-14	55.0317
0.0412143	1	4	1	2.11146e-14	111.813
0.0412143	1	3	15	2.49105e-15	13.1914
0.0412143	1	2	10	1.21057e-15	6.4106
0.0412143	1	10	9	1.72979e-14	91.6016
0.0422143	1	1	16	1.08536e-16	0.574752
0.0422143	1	5	4	2.0321e-16	1.0761
0.0422143	1	6	12	3.40287e-15	18.02
0.0422143	1	7	2	1.48257e-16	0.7851
0.0422143	1	8	11	1.00229e-14	53.0767
0.0422143	1	9	3	9.23338e-15	48.8956
0.0422143	1	4	1	2.39307e-14	126.726
0.0422143	1	3	15	2.14799e-15	11.3747
0.0422143	1	2	10	4.83221e-16	2.55891
0.0422143	1	10	9	2.45881e-14	130.207
0.0432143	1	1	16	7.0628e-17	0.374012
0.0432143	1	5	4	6.18208e-16	3.27373
0.0432143	1	6	12	1.0045e-15	5.31936
